"NICUȘOR-DANIEL DAN","#40ff60","#00d924","#00b31e","#008015","#00590f","Nicușor Dan (indep.)"
"GEORGE-NICOLAE SIMION","#ffb366","#ff9326","#d96c00","#a65300","#733900","George Simion (AUR)"
